unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,messages,
43.8624100000,946368,True,1.0000000000,3.9960170000,-0.0287886100,0.0001760864,-0.0265257000,0.0118410200,0.2602431000,0.9654705000,True,1.0000000000,4.3497470000,0.0347210900,-0.0045346220,-0.0285951100,0.0328831900,0.2816510000,0.9589533000,0.0028426210,-0.0021700900,-0.0275563800,0.0223238800,0.2709384000,0.9623378000,0.0000000000,,
43.8927500000,946376,True,1.0000000000,4.0133970000,-0.0287899000,0.0001766510,-0.0265253100,0.0116273900,0.2609905000,0.9652714000,True,1.0000000000,4.3547970000,0.0347202300,-0.0045343480,-0.0285951600,0.0322420700,0.2815421000,0.9590071000,0.0030460050,-0.0021848300,-0.0275628700,0.0219575100,0.2713179000,0.9622393000,0.0000000000,,
43.9094900000,946393,True,1.0000000000,4.0123440000,-0.0288553600,0.0002015228,-0.0265252700,0.0150452300,0.2664959000,0.9637186000,True,1.0000000000,4.4305420000,0.0346838400,-0.0045180670,-0.0285937500,0.0338596800,0.2783543000,0.9598815000,0.0031032410,-0.0021723020,-0.0275656600,0.0245059100,0.2724795000,0.9618495000,0.0000000000,,
43.9180800000,946409,True,1.0000000000,4.0027620000,-0.0288725300,0.0002030335,-0.0265283700,0.0151063500,0.2677943000,0.9633577000,True,1.0000000000,4.3619080000,0.0346759000,-0.0045132750,-0.0285875700,0.0341035200,0.2726603000,0.9615058000,0.0032911230,-0.0021840210,-0.0275705900,0.0247192700,0.2702793000,0.9624646000,0.0000000000,,
43.9180800000,946426,True,1.0000000000,4.0092620000,-0.0288730300,0.0002011414,-0.0265264900,0.0157778400,0.2655834000,0.9639587000,True,1.0000000000,4.3399810000,0.0346754600,-0.0045142830,-0.0285923200,0.0342565200,0.2778212000,0.9600218000,0.0031708380,-0.0021765750,-0.0275681600,0.0251010200,0.2717776000,0.9620327000,0.0000000000,,
43.9289700000,946434,True,1.0000000000,4.0035400000,-0.0288725300,0.0001992645,-0.0265283700,0.0161591400,0.2685713000,0.9631243000,True,1.0000000000,4.3623960000,0.0346759000,-0.0045153050,-0.0285953800,0.0341800600,0.2735931000,0.9612380000,0.0030215760,-0.0021669160,-0.0275657800,0.0252079100,0.2711072000,0.9622191000,0.0000000000,,
43.9400300000,946443,True,1.0000000000,4.0093380000,-0.0288719500,0.0001987457,-0.0265277900,0.0158844700,0.2661145000,0.9638105000,True,1.0000000000,4.3633420000,0.0346767300,-0.0045206610,-0.0285962200,0.0339360800,0.2749982000,0.9608456000,0.0030345310,-0.0021707610,-0.0275663200,0.0249485100,0.2705884000,0.9623718000,0.0000000000,,
43.9512200000,946451,True,1.0000000000,4.0157170000,-0.0288713700,0.0001982422,-0.0265272200,0.0160218900,0.2636440000,0.9644870000,True,1.0000000000,4.3645480000,0.0346775700,-0.0045260160,-0.0285970600,0.0338292800,0.2759139000,0.9605868000,0.0027793120,-0.0021546780,-0.0275581100,0.0248871100,0.2697756000,0.9626015000,0.0000000000,,
43.9627600000,946459,True,1.0000000000,4.0255130000,-0.0288712300,0.0001935577,-0.0265261500,0.0163271100,0.2636142000,0.9644900000,True,1.0000000000,4.3810730000,0.0346792600,-0.0045316930,-0.0285996400,0.0352788500,0.2773785000,0.9601128000,0.0027436220,-0.0021571350,-0.0275576600,0.0257570800,0.2704799000,0.9623810000,0.0000000000,,
43.9735000000,946468,True,1.0000000000,4.0353240000,-0.0288710800,0.0001888886,-0.0265269200,0.0166475500,0.2637058000,0.9644595000,True,1.0000000000,4.4983060000,0.0346975700,-0.0045903630,-0.0286050100,0.0358126200,0.2750567000,0.9607608000,0.0026131900,-0.0021781770,-0.0275561500,0.0261385900,0.2693510000,0.9626873000,0.0000000000,,
