phase,topup_round,t_within_phase,amplitude_deg,duration_ms,peak_velocity
baseline,1,94.54549,2.4794522078270216,22.1000000000231,170.54920015713626
baseline,1,95.42329000000001,3.364720554240621,23.300000000006094,242.31271562225112
baseline,1,95.45679000000001,7.260255059283642,21.399999999999864,426.2590451187918
baseline,1,95.63389000000001,6.612543500076533,22.700000000014597,403.195770209427
baseline,1,96.74479000000002,7.877126132120932,44.49999999999932,315.17195322014044
baseline,1,97.33139,6.094196946422786,24.800000000027467,294.505291442444
baseline,1,97.72249000000002,11.709647887586428,22.30000000000132,656.8214392698032
baseline,1,97.87749000000002,3.651071272036294,21.99999999999136,329.39768245142983
baseline,1,97.94419000000002,9.655333940024194,33.40000000000032,391.05698834866007
baseline,1,98.44399000000001,31.52116940302914,104.99999999998977,1041.5288705918686
baseline,1,98.76759000000001,9.920911703601767,25.80000000000382,954.0838945524026
baseline,1,98.85539,3.6151639876306803,21.399999999999864,244.16143635222295
baseline,1,100.68729000000002,13.02115409658261,66.80000000000064,400.3592774570342
baseline,1,101.53179,24.82833785129072,77.70000000002142,714.1711096528464
baseline,1,101.82019000000003,4.069427732702323,22.30000000000132,182.48554855166287
baseline,1,103.06409000000002,9.859134369149956,66.49999999999068,148.25765968648628
baseline,1,103.93039000000002,4.856007045180543,22.09999999999468,284.20045177657664
baseline,1,104.48579000000001,12.917981006210535,66.599999999994,597.2051851517535
baseline,1,104.80819000000002,3.2866121331022544,21.6999999999814,582.0468088995732
baseline,1,105.18539000000001,3.7578405599007443,22.09999999999468,272.86946903117985
baseline,1,107.22519000000003,8.055608848118961,92.39999999999782,562.8351888553087
baseline,1,107.37379000000001,6.317022352431239,48.799999999999955,292.881549029969
